number,old_definition,word,definition,translation,example_sentences,part_of_speech,collocations,problematic_words
546,言行舉止，恰如其分。[例]不論在任何場合，她的表現都十分得體。,得體,言行符合場合，不讓人感到不適。,Appropriate and proper; showing decorum in behavior and speech.,在正式場合，他總是能發言得體，不會讓人感到尷尬。 / 即使在朋友的聚會上，她的舉止也始終保持得體，讓大家都感到舒服。 / 無論是商務會議還是社交場合，他總能選擇得體的服裝。 / 他對於不同場合的話題都能表現得體，顯示出他的智慧和教養。 / 當面對批評時，他的反應非常得體，讓人對他的專業素養更有信心。 / 在婚禮上，客人們的祝福語都很得體，讓新郎新娘倍感溫馨。,vs-adj,得體的行為 / 表現得體 / 穿著得體 / 處理得體 / 發言得體 / 得體的談話,適
547,可以。漢．鼂錯〈論貴粟疏〉：「今募天下入粟縣官，得以拜爵，得以除罪。」《文明小史》第二四回：「他幸而聲名不大，外國人不拿他放在心上，得以安然無事。」,得以,能夠達成某個目的或條件。,To be able to; indicating the possibility of something happening.,透過政府的扶持，小型企業終於得以在市場上立足。 / 在新科技的幫助下，農民得以提高農作物的產量，改善生活水平。 / 鑒於環境保護的重要性，許多國家得以聯手合作，應對氣候變化的挑戰。 / 經過多年的努力，這個非營利組織終於得以實現他們的理念，為保存瀕臨滅絕的少數語言做出巨大的貢獻。 / 隨著教育資源的增多，偏遠地區的孩子們得以接受更好的教育。 / 在醫院的努力下，許多病人得以獲得及時的治療，重獲健康。,vp-i,得以發展 / 得以改善 / 得以實現 / 得以了解 / 得以提升 / 得以交流,"增多, 型, 農作, 鑒"
548,贏得獎項的人。如：「經過激烈的競爭，今年區運百公尺徑賽的金牌得主產生了。」,得主,贏得獎項的人。,A winner or recipient of a prize or award.,去年的文學獎得主在接受訪問時，分享了他的創作靈感。 / 這項音樂比賽的得主，製作了一張專輯，裡面滿是他的心血。 / 經過激烈的競爭，今年區運一百公尺徑賽的金牌得主產生了。 / 環保創新大獎的得主，提出了一個改變資源回收的新方案。 / 這些青年創業獎得主在上台領獎時，無不流露出激動與感謝的神情。 / 這次科學展的得主展示了他在機器人技術方面的突破性研究。,n,金牌得主 / 銀牌得主 / 冠軍得主 / 成為得主 / 傑出得主 / 提名得主,"區運, 銀牌, 文學獎, 展, 徑賽"
549,向人對不起的客套話。[例]這小孩不懂事，得罪之處，請多包涵。,得罪,對不起別人，通常是因為自己的行為或言語讓對方不愉快。,To apologize or express humility towards someone due to an offense or mistake.,他是個很在意別人感受的人，常常提醒自己不要得罪人。 / 做事要小心，尤其是在公司，得罪了上司可能會影響你的升遷機會。 / 她的直言不諱讓不少同事感到尷尬，大家都擔心她會得罪人。 / 聽說他最近得罪了一位重要客戶，大家都在擔心公司的業務會受到影響。 / 在這種情況下，我們都知道保持沉默是最好的選擇，免得得罪任何一方。 / 他不小心在聚會上說錯話，結果得罪了幾個朋友。,va-t,得罪人 / 得罪朋友 / 得罪上司 / 得罪別人 / 不想得罪 / 得罪客人,諱
550,上場。[例]今晚的壓軸節目即將登場，請大家拭目以待。,登場,指某人或某物在特定場合或時間出現，通常用於表演、演出或比賽的場合。,To appear or take the stage in a performance or event.,在電影的高潮部分，反派角色終於登場，讓情節緊張起來。 / 在時尚秀上，設計師的新系列即將登場，吸引了不少媒體的關注。 / 新款手機在發布會上正式登場，技術創新引發了消費者的興趣。 / 本週的體育賽事中，新球隊的登場讓比賽更加精彩。 / 隨著故事的發展，神秘的角色也逐漸登場，讓觀眾充滿好奇。 / 在晚會上，舞蹈團的精彩表演讓每位觀眾都期待他們的登場。,vp-i,比賽登場 / 表演登場 / 正式登場 / 新人登場 / 角色登場 / 主題登場,"物, 賽事, 新款"
551,品級、次第。[例]果農將水果區分等級包裝出售。,等級,品級、次第。,A level or grade; referring to a classification or ranking system.,這部電影的評價等級讓家長決定是否讓孩子觀看。 / 飯店的服務等級越高，顧客所享受的待遇也越好。 / 這款產品的品質等級直接影響了它在市場上的競爭力。 / 政府對不同等級的危險評估會影響到相關的安全措施。 / 學校為學生設置了不同難度等級的課程，以滿足各種程度的學習需求。 / 這次比賽根據選手的表現，將他們分為三個等級。,n,等級區分 / 產品等級 / 不同的等級 / 服務等級 / 風險等級 / 水平等級,"分為, 次第, 品級"
552,以塑膠、細竹或鐵絲做骨架，外表糊上紗、紙，並用蠟燭、電燈做光源的燈具。可以提、掛，作為裝飾品或照明用具。[例]每逢廟會，社區裡便掛起一排排紅色燈籠，增添不少熱鬧的氣氛。　◎,燈籠,用紙或布做的有光源的物品可以提著或掛著用來照明或裝飾,"A lantern made with a frame of plastic, fine bamboo, or iron wire, covered with gauze or paper, and lit by a candle or electric light. It can be carried or hung and is used as a decorative item or a light source.",城裡的夜市上到處都掛著五顏六色的燈籠，讓整個氣氛都變得溫馨許多。 / 他們的門口掛了一個大紅燈籠，代表著平安和好運。 / 每年春節時，街道上都會懸掛起燈籠，增添了節日的喜慶氛圍。 / 這些手工製作的燈籠，不但很漂亮，還有很多傳統文化的意義。 / 在節慶期間，提著燈籠逛街成為了一種流行的娛樂活動，吸引了不少遊客。 / 小朋友們在公園裡放著自製的燈籠，遊戲中增添了許多樂趣。,n,一個燈籠 / 紅色燈籠 / 提著燈籠 / 掛起燈籠 / 精美燈籠 / 古老燈籠,"紅燈, 喜慶, 得, 自製, 光源, 遊客"
553,從海上行進至陸地。[例]這次的強烈颱風，預計將在晚上七時登陸。,登陸,從海上行進到陸地上。,"To land or make landfall, specifically referring to a typhoon or hurricane approaching and impacting land.",這個颱風預計會在明天上午九時登陸，並帶來強風和大雨。 / 官員提醒居民，要提前做好準備，以減少颱風登陸後可能造成的損失。 / 當地政府在颱風登陸前，已經展開了緊急避難措施。 / 颱風登陸後，救援隊伍迅速展開行動，幫助受災民眾。 / 為了保障居民安全，當局在颱風登陸前發出了撤離命令。 / 賽艇隊在清晨成功登陸，開始了他們的探險旅程。,vp-i,颱風登陸 / 預計登陸 / 登陸時間 / 防範登陸 / 登陸期間 / 登陸計畫,"強風, 災, 賽艇隊"
554,將不同的事物視為相同。[例]這兩個問題的性質迥異，不宜等同視之。,等同,將不同的事物視為相同。,To view different things as equal or equivalent.,在教育上，學習成績不應該等同於學生的努力過程。 / 這份報告的結果不能等同於實際的調查數據，因為樣本數量太小。 / 這兩項政策的效果不應被等同看待，因為背景和實施方式都有很大不同。 / 在藝術評價中，商業成功與作品的真正價值不應該等同於一回事。 / 社交媒體的關注數不應該等同於個人實際的影響力或地位。 / 他的誠意不應該等同於金錢的多少。,vp-t,等同於 / 等同視為 / 不可等同看待 / 等同的看法 / 等同處理 / 等同比較,
555,無靠背的坐具。[例]板凳、長凳　◎,凳子/凳,無靠背的坐具，通常有四條腿。,A bench; a type of seating furniture without a backrest.,公園裡的長凳子讓人們可以舒適地休息。 / 她在市場上買了兩個木製的凳子，準備放在陽台上使用。 / 他用凳子當桌子，不過看起來不太穩，還是得去買張真的書桌。 / 媽媽在後院擺了一個凳子，讓爸爸可以在那裡享受午後的陽光。 / 他們在咖啡館裡找了一個靠窗的凳子，這樣可以一邊喝咖啡一邊欣賞風景。 / 小孩們在花園裡用凳子疊成一個小台子，想要看看上面的鳥巢。,n,一個凳子 / 小凳子 / 板凳 / 長凳 / 路邊的凳子 / 竹製凳子,"板凳, 午後, 木製, 台子"
556,價值相當，可互相頂換。[例]抵債、抵命、抵償,抵,價值相當，可以互相頂換。,To offset or exchange equivalently in value.,在這次投資中，他希望能夠抵得之前的虧損。 / 這家公司因爲倒閉，存貨早被廠商搬光抵債。 / 如果總所得為100萬元，捐款抵稅上限就是20萬元，超過的部分就無法申請抵稅。 / 他希望能夠以勞務抵償之前的債務，減輕他龐大的經濟壓力。 / 在這次合作中，雙方同意可以用服務抵換部分費用。 / 這件藝術品的價值可以抵得上一輛新車。,vp-t,抵債 / 抵償 / 相抵 / 抵達 / 抵稅 / 抵達,"償, 爲, 因, 100, 20, 勞務, 相抵"
556,頂、支撐。[例]抵著、抵住,抵,頂住或支撐某事物，通常是用力維持某種狀態。,To prop up or support; to endure or withstand.,面對突然的強風，他努力抵住門，免得風把門吹開。 / 這位政府官員抵擋不住壓力，只好下台。 / 她抵住情緒的波動，冷靜地思考下一步的行動。 / 他嘗試抵住心中的焦慮，專注於手頭的工作。 / 在激烈的競賽中，他們必須抵著壓力，才能保持最佳表現。 / 在大雨中，她用手臂抵住了閃電擊中的樹枝，以保護身邊的小孩。,vp-t,抵住 / 抵不住 / 抵著 / 抵得住 / 用力抵住 / 抵抗,"抵住, 強風, 頂住, 擊"
557,程度、境地。[例]事情已經到了這個地步，我還能說什麼呢？,地步,情況和處境的程度。,Degree; Extent; Situation.,他們的關係已經惡化到這個地步，大家都感到非常意外。 / 朋友之間的小爭吵，竟然演變成這個地步，讓人感到失望。 / 這個城市的交通堵塞問題，已經到了難以忍受的地步，許多人選擇不再開車。 / 她的健康情況惡化到這個地步，醫生都感到震驚和擔憂。 / 她的財務狀況嚴重到這個地步，親友都開始擔心她的未來。 / 他的工作壓力大到這個地步，晚上常常失眠，無法好好休息。,n,到這個地步 / 演變成這個地步 / 走到這個地步 / 難以想像的地步 / 失控的地步 / 落到這個地步,
558,形容人的情緒或故事情節的發展過程中，呈現低落、停滯的狀態。[例]他希望藉由出國旅行，改善近來情緒低潮的狀況。,低潮,形容人的情緒或故事情節在發展過程中，出現低落或停滯的狀態。,A low point; Referring to a state of low mood or stagnation in a person's emotions or a story's progression.,他最近因為工作壓力大，情緒進入了低潮期。 / 即使面臨生活的低潮，他仍然努力尋找解決問題的方法。 / 最近他的事業進入低潮，使他不得不重新評估自己的目標和方向。 / 他在音樂創作上遇到低潮，但堅持不懈地追求自己的夢想。 / 每當感到低潮時，她會選擇與家人聊天，尋求情感上的支持。 / 這部電影的故事在中間出現了低潮，讓觀眾感到非常緊張。,n,情緒低潮 / 心情低潮 / 經歷低潮 / 面臨低潮 / 生活的低潮 / 度過低潮 / 低潮期,"懈, 期"
559,形容天色陰暗，雲層低厚。[例]今天下午天空低沉，好像快要下大雨了。,低沉,形容天色陰暗，雲層低厚。引申情緒低落，心情沉重。,Gloomy; describing a state of deep darkness or overcast sky.describing a state of emotional depression or low spirits.,今天的午後，天空看起來非常低沉，讓人感到一陣壓迫感。 / 在陰雨的天氣中，整個房間充滿了低沉的氛圍。 / 教室裡的氣氛有些低沉，同學們因為考試的壓力而沉默不語。 / 外頭低沉的雲層，讓人心頭沈重，但進入屋子裡後的笑聲卻讓人感到了安慰。 / 聽到那首熟悉的悲傷歌曲，他不禁陷入了低沉的思緒。 / 在寂靜的夜晚，低沉的風聲彷彿在訴說著不為人知的故事。,vs-adj,低沉的天空 / 低沉的雲層 / 低沉的天色 / 心情低沉 / 氣氛低沈 / 低沉的聲音,"午後, 知, 陰雨, 引申"
