word,number,old_definition,translation,definition,example_sentences,part_of_speech,collocations,pinyin,zhuyin,problematic_words
丟人,612,丟臉、出醜。[例]技不如人還大言不慚，真是丟人！,To lose face; to be embarrassed or shamed.,出現讓人感到羞愧或不光彩的情況，通常指行為不當或表現不佳。,她在聚會上大聲爭吵，讓大家都覺得她很丟人。 / 他不小心把工作上的機密文件討論出來，讓公司感到丟人。 / 如果你不懂得冷靜待人，總是愛發脾氣，難免會讓人覺得丟人。 / 她在工作會議上不小心說錯話，讓人都感到丟人。 / 如果不注意自己的言行舉止，常常會讓周圍的人感到丟人。 / 這樣不負責的行為實在是丟人，讓整個團隊都很難堪。,vs-adj,不想丟人 / 感到丟人 / 讓人丟人 / 避免丟人 / 非常丟人 / 特別丟人,diūrén,ㄉㄧㄡ ㄖㄣˊ,
動盪,613,晃動、不穩定。[例]目前時局動盪，到處人心惶惶。,Unstable; characterized by turbulence and disorder.,不穩定且不斷變化。,最近市場的動盪讓許多投資者感到不安，紛紛選擇觀望。 / 甲國和乙國之間的外交緊張關係，影響了整個地區的動盪局勢。 / 當前的動盪使許多家庭的生活變得更加困難，尤其是那些依賴固定收入的人。 / 社會的動盪使得許多文化活動被迫取消，影響了民眾的日常生活。 / 市場的動盪使得一些企業考慮調整經營策略，以應對不確定的環境。 / 這場比賽因為氣候的動盪而被迫延後，運動員們只能耐心等待。,vp-i,當前的動盪 / 社會的動盪 / 動盪局勢 / 動盪不安 / 市場的動盪 / 心理的動盪,dòngdàng,ㄉㄨㄥˋ ㄉㄤˋ,
動靜,614,聲音。[例]屋子裡靜悄悄的，一點動靜都沒有。,A sound or noise.,聲音的動作或變化。,他專心工作時，連身邊的動靜都察覺不到。 / 在這個安靜的咖啡廳裡，大家都專心閱讀，幾乎沒有任何動靜發出。 / 在這段時間裡，她的手機沒有收到任何消息，讓她有些擔心有沒有動靜。 / 夜深了，外面一點動靜也沒有，安靜得只聽得見風聲。 / 教室裡的學生們都在專心做題，沒有任何動靜打擾到學習氛圍。 / 當她在廚房忙碌的時候，外面傳來了一些動靜，讓她忍不住去查看發生了什麼事。,n,一點動靜 / 任何動靜 / 一絲動靜 / 聽見動靜 / 沒有動靜 / 微弱動靜,dòngjìng,ㄉㄨㄥˋ ㄐㄧㄥˋ,
動靜,614,消息、情況。[例]掌握敵軍的動靜，才能做出應變措施。,News or information.,指的是某種情況或消息的變化和動態。,我們必須時時關注社會的動靜，才能了解民眾的需求。 / 警方加強了對可疑活動的監控，以便及時掌握動靜。 / 透過社交媒體，我們可以迅速獲得有關事件的最新動靜。 / 在這個快速變化的時代，企業必須保持敏銳的覺察，隨時掌握市場的動靜。 / 我們需要定期評估國際局勢的動靜，以制定有效的外交政策。 / 作為情報人員，他的任務是掌握敵軍的一切動靜，提供準確情報。,n,掌握動靜 / 監控動靜 / 注意動靜 / 收集動靜 / 追蹤動靜 / 了解動靜,dòngjìng,ㄉㄨㄥˋ ㄐㄧㄥˋ,
動亂,615,變動、擾亂。[例]由於時代動亂，他歷經波折才完成學業。,A disturbance or chaos; refers to a state of upheaval or disorder.,變動和擾亂的狀態。,經歷過動亂的國家，重建的過程往往艱辛而漫長。 / 社會動亂之後，政府必須採取有效措施來恢復民眾的信心。 / 國家的經濟不穩定，導致社會出現了一些動亂。 / 動亂的影響深遠，許多家庭因此而分離，直到今天仍難以團圓。 / 政府採取了果斷措施，迅速平息了動亂局勢。 / 在動亂期間，他選擇離開家鄉，尋求更安全的生活環境。,n,動亂的時期 / 社會動亂 / 動亂的影響 / 動亂的根源 / 動亂的局勢 / 動亂的風險,dòngluàn,ㄉㄨㄥˋ ㄌㄨㄢˋ,
董事,616,法人團體所選出代表法人之人，或股份有限公司股東會中所推選之股東代表人。對外代表公司，對內執行業務。[例]為了因應經濟不景氣所帶來的影響，董事們連日開會，商討對策。,Board member.,法人團體所選出或股東會所選出的代表，對外代表公司，對內負責執行業務。,這位董事提議增強企業的社會責任感，以提升公司的形象。 / 董事會將在未來三年內，負責監督公司的財務狀況，以確保穩定成長。 / 董事們一致認為，提升員工的專業技能對公司的長期發展至關重要。 / 為了促進更多的合作機會，經過董事會決議舉辦一系列行業交流活動。 / 最近董事會決定推動數位化轉型，以提升公司的營運效率。 / 這位董事參加了國際商務會議，並代表公司洽談合作機會。,n,董事的職責 / 董事的任期 / 提名董事 / 選出董事 / 董事會決議 / 董事的會議,dǒngshì,ㄉㄨㄥˇㄕˋ,
動態,617,偏向於肢體活動的。[例]他喜歡的休閒活動大部分都是動態的。,Dynamic.,偏向於肢體活動的。,假日的時候，他最喜歡參加戶外的動態活動，如騎腳踏車和跑步。 / 這個網站的動態畫面很真實，滑動效果和動畫都讓用戶體驗更加流暢。 / 這次的活動設計十分動態，參加者能夠全程互動，氣氛非常活躍。 / 這個展覽的動態互動裝置使參觀者能夠更深入地體驗藝術作品。 / 動態管理的方法幫助團隊更有效地應對快速變化的市場挑戰。 / 他在舞台上表現出的動態身影，吸引了所有觀眾的目光。,Vs-adj,動態的活動 / 動態表現 / 動態的舞蹈 / 動態變化 / 動態管理 / 動態探索,dòngtài,ㄉㄨㄥˋ ㄊㄞˋ,
動態,617,活動或行為的情形。[例]他的生活動態，一切都很正常。,A dynamic.,活動或行為的情形。,社會的經濟動態影響著每個家庭的生活品質。 / 近年來，許多媒體報導了全球政治動態的變化，讓人更加關注國際局勢。 / 每當市場動態迅速變化時，投資者們都會重新評估他們的策略。 / 透過社群媒體，我們能夠即時了解朋友的生活動態，增進彼此的聯繫。 / 最近的社交動態顯示出人們對於線上交流的需求越來越高。 / 在這次體育比賽中，選手們的表現十分動態，讓觀眾感到非常振奮。,n,生活動態 / 社交動態 / 經濟動態 / 市場動態 / 政治動態 / 日常動態,dòngtài,ㄉㄨㄥˋ ㄊㄞˋ,
動彈,618,活動。《紅樓夢》第五一回：「至次日起來，晴雯果覺有些鼻塞聲重，懶待動彈。」《老殘遊記》第八回：「看那驢子，在上面，兩隻前蹄已經立起，兩隻後蹄還陷在路旁雪裡，不得動彈，連忙喊跟隨的人。」,To move or act.,活動或移動。,那隻小鳥受了傷，無法動彈，只能等好心人來幫助它。 / 在寒冷的冬天，很多人因為天氣太冷而難以動彈，只好待在家裡。 / 他因為長時間坐辦公室，感到腰酸背痛，幾乎無法動彈，必須定期休息伸展。 / 面對這麼大的壓力，他一時不知所措，竟然無法動彈。 / 地震時，他被壓在桌子下，一點也不能動彈。 / 電梯突然停了，我們困在裡面動彈不了。,va-i,動彈不了 / 不能動彈 / 無法動彈 / 不敢動彈 / 難以動彈 / 隨意動彈,dòngtán,ㄉㄨㄥˋ ㄊㄢˊ,
動線,619,行進的路線。[例]機場規劃不同的動線，引導旅客登機。,A route or pathway.,行進的路線。,在設計大型商場時，動線的規劃至關重要，能影響消費者的購物體驗。 / 餐廳的動線設計不僅需要考慮顧客的走動，還要兼顧服務員的工作效率。 / 這間超市的動線設計合理，顧客購物時不會感到擁擠。 / 在大型活動的現場，合理的動線規劃能讓參加者更加方便地找到各個區域。 / 一個好的動線設計能夠提升顧客在超市的購物樂趣，鼓勵他們更多消費。 / 在設計辦公空間時，動線規劃能直接影響員工的工作效率。,n,流暢的動線 / 動線規劃 / 動線設計 / 簡化的動線 / 合理的動線 / 安全的動線,dòngxiàn,ㄉㄨㄥˋ ㄒㄧㄢˋ,
動向,620,行動或事情發展的趨向。[例]身處前線，必須提高警覺，隨時掌握敵人的動向。,Trend of actions or events.,行動或事情發展的趨勢。,我們每天都要注意社會的動向，以便更好地應對未來的挑戰。 / 這家公司的業務發展需要密切關注市場的動向，以保持競爭力。 / 在選舉期間，掌握民意的動向對於候選人至關重要。 / 每年的經濟報告都會分析過去一年的經濟動向，以指導未來的政策制定。 / 在全球化的浪潮下，了解國際貿易的動向對於企業的發展非常重要。 / 在這次會議中，專家們討論了科技產業的最新動向，以幫助新公司制定策略。,n,市場的動向 / 經濟的動向 / 社會的動向 / 企業的動向 / 民意的動向 / 文化的動向,dòngxiàng,ㄉㄨㄥˋㄒㄧㄤˋ,
洞穴,621,孔穴、洞窟。[例]蝙蝠經常棲息於陰暗的洞穴中。,A cave.,通常位於地底下或山裡的洞。,洞穴裡漆黑一片，只有手電筒的光線照亮了前方的路。 / 在這幅畫中，藝術家畫了一個隱藏的洞穴，裡面住著許多神奇的生物。 / 洞穴探險活動讓人們可以體驗到大自然的奇妙與壯觀。 / 冒險者們在潛水探索洞穴時，驚訝地發現了罕見的水下生物。 / 在這個傳說中，勇士們必須進入洞穴尋找失落的寶藏，以完成他們的使命。 / 小朋友們在山中發現了一個洞穴，大家都興奮地想進去探險。,n,洞穴裡 / 洞穴的環境 / 洞穴內部 / 洞穴的出口 / 探索洞穴 / 洞穴的聲音,dòngxué,ㄉㄨㄥˋ ㄒㄩㄝˊ,
動搖,622,不穩固、不堅定。[例]信心動搖,Unstable; lacking firmness or determination.,不穩固、不堅定。,在考試前，對自己準備不足的擔憂讓我感到信心動搖。 / 他遇到困難時，朋友的鼓勵讓他重新振作，不再感到意志動搖。 / 經過一番思考和討論，他的立場動搖了，開始考慮對方的觀點。 / 當面對現實挑戰時，她的信念動搖了，開始質疑自己當初的選擇。 / 這篇文章用有力的證據動搖了人們對傳統觀點的堅信。 / 面對複雜的道德難題，他的原則動搖了，使他不得不重新評估自己的選擇。,vp-t,信心動搖 / 立場動搖 / 信念動搖 / 意志動搖 / 自信心動搖 / 情感動搖,dòngyáo,ㄉㄨㄥˋ ㄧㄠˊ,
動用,623,使用。[例]未經允許是不可以隨便動用公款的。,To utilize or mobilize something.,使用某種資源或物品，通常需要得到許可。,為了完成這項緊急任務，公司決定動用所有資源。 / 他不得不動用私人關係，才解決了這個棘手的問題。 / 當面對突發的緊急狀況時，領導者必須靈活動用各種策略，才能有效解決問題。 / 政府動用救援基金力支持本地小企業，希望能促進經濟的復甦。 / 為了提高團隊的工作效率，主管決定動用額外的人力資源進行支援。 / 為了解決這個技術問題，工程師們決定動用一些特殊的工具來進行修復。,va-t,動用資源 / 動用技術 / 動用關係 / 動用人力 / 動用經費 / 動用能力,dòngyòng,ㄉㄨㄥˋ ㄩㄥˋ,
動員,624,發動人群加入某項活動。[例]選舉期間，候選人幾乎動員了所有的親朋好友幫忙拉票，希望能順利當選。,To mobilize or rally people to participate in an activity.,發動人群參加某項活動，通常為了達成特定目標。,軍隊進入緊急狀態，全面動員士兵進行防禦部署。 / 學校舉辦活動時，會動員家長一起參與，增強親子之間的互動。 / 學校動員全體師生參加慈善活動，氣氛十分熱烈。 / 公司動員所有部門，為即將舉辦的產品發布會做準備。 / 針對年輕人的心理健康問題，專家們動員社會各界合作，提供更多的支持與資源。 / 為了提升環保意識，學校動員學生參加清理海灘的活動。,va-t,動員人員 / 動員力量 / 動員群眾 / 動員活動 / 動員義工 / 動員資源,dòngyuán,ㄉㄨㄥˋ ㄩㄢˊ,
東張西望,625,四處探看、張望。[例]我看到一個人在那東張西望，是不是就是我們要找的人？,To look around in various directions; to search or seek with curiosity.,四處看看。,在繁忙的市集裡，我看到一個小孩東張西望，似乎在尋找他的媽媽。 / 她在博物館裡東張西望，對每一件展品都充滿了好奇。 / 這個陌生人站在門口東張西望，讓人覺得有點可疑。 / 在音樂會上，觀眾們興奮地東張西望，期待看到明星藝人的身影。 / 這隻小貓在窗口東張西望，對外面的世界充滿了無限的好奇。 / 在公園裡，狗狗不停地東張西望，想要找到牠最喜歡的玩具。,idiom,開始東張西望 / 興奮地東張西望 / 總是東張西望 / 一直東張西望 / 出於好奇東張西望 / 不停東張西望,dōngzhāngxīwàng,ㄉㄨㄥ ㄓㄤ ㄒㄧ ㄨㄤˋ,
逗,626,招惹、引弄。[例]逗弄、挑逗,"To tease, provoke, or make fun of.",引起他人特定的情緒或反應,在逗樂別人以前，必須先逗樂自己。 / 小朋友們在公園裡玩耍，有人故意逗笑大家，氣氛變得更輕鬆有趣。 / 在聚會上，朋友們互相逗笑對方，讓整個環境充滿了歡樂的氣氛。 / 爸爸講了一個笑話，成功逗得全家人哈哈大笑。 / 我的妹妹特別會逗小孩子，總能讓他們開心得忘記煩惱。 / 他喜歡逗他的姐姐，總是用奇怪的聲音來讓她笑。,va-t,逗弄小孩 / 逗笑朋友 / 逗樂自己 / 互相逗弄 / 逗得哈哈大笑 / 逗笑,dòu,ㄉㄡˋ,
逗,626,有趣、好笑。[例]他裝鬼臉的模樣真逗！,Fun; amusing; entertaining.,有趣且好笑。,他講的笑話實在太逗了，我都笑出聲來了。 / 這部電影的情節非常逗，讓我一直想知道接下來會發生什麼。 / 她的臉部表情每次都讓我覺得很逗，特別是在緊張的時候。 / 他寫的漫畫真的很逗，讓人一看就停不下來。 / 在課堂上，老師講的故事特別逗，讓我們忘記了學習的壓力。 / 我家小狗的行為實在太逗了，每次牠追著自己的尾巴都讓我一直哈哈大笑。,vs-adj,很逗 / 真逗 / 特別逗 / 覺得很逗 / 實在太逗了 / 太逗了,dòu,ㄉㄡˋ,
抖,627,揭穿、揭發。[例]抖出祕密,To expose or reveal.,說出別人不知道或不想讓人知道的事情,在調查中，證人終於抖出了真相，讓案件有了轉機。 / 當記者發現了新證據後，便急忙抖出這個消息，讓整個社會都震驚了。 / 她在書中抖露了自己年輕時的心聲，讓讀者深感共鳴。 / 他在演講時一不小心抖出了公司的機密資料。 / 他在聚會上不小心抖露了朋友的秘密，讓大家都很尷尬。 / 那封匿名信件抖出了這名政治人物的醜聞，震驚了社會。,vp-t,抖出秘密 / 抖出真相 / 抖出內幕 / 抖露心聲 / 抖出過去 / 抖出醜聞,dǒu,ㄉㄡˇ,
